date,country,daily_cases,daily_deaths,continent,year,month,month_name
2022-09-11,Morocco,151,0,Africa,2022,9,Sep 2022
2022-09-18,Morocco,0,0,Africa,2022,9,Sep 2022
2022-09-25,Morocco,67,0,Africa,2022,9,Sep 2022
2022-10-02,Morocco,189,29,Africa,2022,10,Oct 2022
2022-10-09,Morocco,0,0,Africa,2022,10,Oct 2022
2022-10-16,Morocco,0,3,Africa,2022,10,Oct 2022
2022-10-23,Morocco,108,1,Africa,2022,10,Oct 2022
2022-10-30,Morocco,0,17,Africa,2022,10,Oct 2022
2022-11-06,Morocco,184,39,Africa,2022,11,Nov 2022
2022-11-13,Morocco,0,0,Africa,2022,11,Nov 2022
2022-11-20,Morocco,425,0,Africa,2022,11,Nov 2022
2022-11-27,Morocco,200,18,Africa,2022,11,Nov 2022
2022-12-04,Morocco,112,11,Africa,2022,12,Dec 2022
2022-12-11,Morocco,400,33,Africa,2022,12,Dec 2022
2022-12-18,Morocco,672,20,Africa,2022,12,Dec 2022
2022-12-25,Morocco,410,2,Africa,2022,12,Dec 2022
2020-03-01,Ethiopia,1321,20,Africa,2020,3,Mar 2020
2020-03-08,Ethiopia,1474,21,Africa,2020,3,Mar 2020
2020-03-15,Ethiopia,1508,33,Africa,2020,3,Mar 2020
2020-03-22,Ethiopia,1539,38,Africa,2020,3,Mar 2020
2020-03-29,Ethiopia,1703,46,Africa,2020,3,Mar 2020
2020-04-05,Ethiopia,1799,34,Africa,2020,4,Apr 2020
2020-04-12,Ethiopia,1912,46,Africa,2020,4,Apr 2020
2020-04-19,Ethiopia,1884,39,Africa,2020,4,Apr 2020
2020-04-26,Ethiopia,1844,37,Africa,2020,4,Apr 2020
2020-05-03,Ethiopia,1972,46,Africa,2020,5,May 2020
2020-05-10,Ethiopia,2213,50,Africa,2020,5,May 2020
2020-05-17,Ethiopia,1990,31,Africa,2020,5,May 2020
2020-05-24,Ethiopia,2247,56,Africa,2020,5,May 2020
2020-05-31,Ethiopia,2210,55,Africa,2020,5,May 2020
2020-06-07,Ethiopia,2349,45,Africa,2020,6,Jun 2020
2020-06-14,Ethiopia,2610,57,Africa,2020,6,Jun 2020
2020-06-21,Ethiopia,2517,55,Africa,2020,6,Jun 2020
2020-06-28,Ethiopia,2563,55,Africa,2020,6,Jun 2020
2020-07-05,Ethiopia,2416,47,Africa,2020,7,Jul 2020
2020-07-12,Ethiopia,2792,54,Africa,2020,7,Jul 2020
2020-07-19,Ethiopia,2833,59,Africa,2020,7,Jul 2020
2020-07-26,Ethiopia,3113,72,Africa,2020,7,Jul 2020
2020-08-02,Ethiopia,2789,61,Africa,2020,8,Aug 2020
2020-08-09,Ethiopia,2911,58,Africa,2020,8,Aug 2020
2020-08-16,Ethiopia,2953,66,Africa,2020,8,Aug 2020
2020-08-23,Ethiopia,3184,48,Africa,2020,8,Aug 2020
2020-08-30,Ethiopia,2960,69,Africa,2020,8,Aug 2020
2020-09-06,Ethiopia,3037,52,Africa,2020,9,Sep 2020
2020-09-13,Ethiopia,3102,62,Africa,2020,9,Sep 2020
2020-09-20,Ethiopia,3050,56,Africa,2020,9,Sep 2020
2020-09-27,Ethiopia,2959,53,Africa,2020,9,Sep 2020
2020-10-04,Ethiopia,3055,71,Africa,2020,10,Oct 2020
2020-10-11,Ethiopia,3181,63,Africa,2020,10,Oct 2020
2020-10-18,Ethiopia,2854,62,Africa,2020,10,Oct 2020
2020-10-25,Ethiopia,3012,62,Africa,2020,10,Oct 2020
2020-11-01,Ethiopia,2866,63,Africa,2020,11,Nov 2020
2020-11-08,Ethiopia,3125,66,Africa,2020,11,Nov 2020
2020-11-15,Ethiopia,2688,48,Africa,2020,11,Nov 2020
2020-11-22,Ethiopia,2799,65,Africa,2020,11,Nov 2020
2020-11-29,Ethiopia,2903,57,Africa,2020,11,Nov 2020
2020-12-06,Ethiopia,3041,54,Africa,2020,12,Dec 2020
2020-12-13,Ethiopia,2754,55,Africa,2020,12,Dec 2020
2020-12-20,Ethiopia,2637,64,Africa,2020,12,Dec 2020
2020-12-27,Ethiopia,2956,67,Africa,2020,12,Dec 2020
2021-01-03,Ethiopia,2409,48,Africa,2021,1,Jan 2021
2021-01-10,Ethiopia,2248,45,Africa,2021,1,Jan 2021
2021-01-17,Ethiopia,2596,52,Africa,2021,1,Jan 2021
2021-01-24,Ethiopia,2407,63,Africa,2021,1,Jan 2021
2021-01-31,Ethiopia,2281,50,Africa,2021,1,Jan 2021
2021-02-07,Ethiopia,2494,55,Africa,2021,2,Feb 2021
2021-02-14,Ethiopia,2380,56,Africa,2021,2,Feb 2021
2021-02-21,Ethiopia,2216,48,Africa,2021,2,Feb 2021
2021-02-28,Ethiopia,2068,41,Africa,2021,2,Feb 2021
2021-03-07,Ethiopia,2353,48,Africa,2021,3,Mar 2021
2021-03-14,Ethiopia,2284,47,Africa,2021,3,Mar 2021
2021-03-21,Ethiopia,2140,44,Africa,2021,3,Mar 2021
2021-03-28,Ethiopia,2403,55,Africa,2021,3,Mar 2021
2021-04-04,Ethiopia,1940,41,Africa,2021,4,Apr 2021
2021-04-11,Ethiopia,1850,43,Africa,2021,4,Apr 2021
2021-04-18,Ethiopia,1956,40,Africa,2021,4,Apr 2021
2021-04-25,Ethiopia,2038,43,Africa,2021,4,Apr 2021
2021-05-02,Ethiopia,2070,30,Africa,2021,5,May 2021
2021-05-09,Ethiopia,1989,47,Africa,2021,5,May 2021
2021-05-16,Ethiopia,2072,45,Africa,2021,5,May 2021
2021-05-23,Ethiopia,1829,44,Africa,2021,5,May 2021
2021-05-30,Ethiopia,2233,28,Africa,2021,5,May 2021
2021-06-06,Ethiopia,2005,55,Africa,2021,6,Jun 2021
2021-06-13,Ethiopia,2189,45,Africa,2021,6,Jun 2021
2021-06-20,Ethiopia,2077,50,Africa,2021,6,Jun 2021
2021-06-27,Ethiopia,2100,37,Africa,2021,6,Jun 2021
2021-07-04,Ethiopia,2123,48,Africa,2021,7,Jul 2021
2021-07-11,Ethiopia,2110,37,Africa,2021,7,Jul 2021
2021-07-18,Ethiopia,2145,41,Africa,2021,7,Jul 2021
2021-07-25,Ethiopia,2252,59,Africa,2021,7,Jul 2021
2021-08-01,Ethiopia,2085,42,Africa,2021,8,Aug 2021
2021-08-08,Ethiopia,2163,46,Africa,2021,8,Aug 2021
2021-08-15,Ethiopia,2042,48,Africa,2021,8,Aug 2021
2021-08-22,Ethiopia,2268,50,Africa,2021,8,Aug 2021
2021-08-29,Ethiopia,1944,41,Africa,2021,8,Aug 2021
2021-09-05,Ethiopia,2306,50,Africa,2021,9,Sep 2021
2021-09-12,Ethiopia,2016,57,Africa,2021,9,Sep 2021
2021-09-19,Ethiopia,1790,37,Africa,2021,9,Sep 2021
2021-09-26,Ethiopia,2003,43,Africa,2021,9,Sep 2021
2021-10-03,Ethiopia,1856,45,Africa,2021,10,Oct 2021
2021-10-10,Ethiopia,2055,50,Africa,2021,10,Oct 2021
2021-10-17,Ethiopia,1798,45,Africa,2021,10,Oct 2021
2021-10-24,Ethiopia,1792,41,Africa,2021,10,Oct 2021
2021-10-31,Ethiopia,1535,25,Africa,2021,10,Oct 2021
2021-11-07,Ethiopia,1706,46,Africa,2021,11,Nov 2021
2021-11-14,Ethiopia,1362,21,Africa,2021,11,Nov 2021
2021-11-21,Ethiopia,1437,32,Africa,2021,11,Nov 2021
2021-11-28,Ethiopia,1734,31,Africa,2021,11,Nov 2021
2021-12-05,Ethiopia,1681,34,Africa,2021,12,Dec 2021
2021-12-12,Ethiopia,1568,34,Africa,2021,12,Dec 2021
2021-12-19,Ethiopia,1299,29,Africa,2021,12,Dec 2021
2021-12-26,Ethiopia,1374,31,Africa,2021,12,Dec 2021
2022-01-02,Ethiopia,1317,37,Africa,2022,1,Jan 2022
2022-01-09,Ethiopia,1080,25,Africa,2022,1,Jan 2022
2022-01-16,Ethiopia,1414,28,Africa,2022,1,Jan 2022
2022-01-23,Ethiopia,1255,32,Africa,2022,1,Jan 2022
2022-01-30,Ethiopia,1026,29,Africa,2022,1,Jan 2022
2022-02-06,Ethiopia,1000,13,Africa,2022,2,Feb 2022
2022-02-13,Ethiopia,964,24,Africa,2022,2,Feb 2022
2022-02-20,Ethiopia,565,16,Africa,2022,2,Feb 2022
2022-02-27,Ethiopia,774,14,Africa,2022,2,Feb 2022
2022-03-06,Ethiopia,651,22,Africa,2022,3,Mar 2022
2022-03-13,Ethiopia,547,10,Africa,2022,3,Mar 2022
2022-03-20,Ethiopia,601,13,Africa,2022,3,Mar 2022
2022-03-27,Ethiopia,861,16,Africa,2022,3,Mar 2022
2022-04-03,Ethiopia,639,13,Africa,2022,4,Apr 2022
2022-04-10,Ethiopia,410,1,Africa,2022,4,Apr 2022
2022-04-17,Ethiopia,538,2,Africa,2022,4,Apr 2022
2022-04-24,Ethiopia,620,23,Africa,2022,4,Apr 2022
2022-05-01,Ethiopia,510,5,Africa,2022,5,May 2022
2022-05-08,Ethiopia,345,0,Africa,2022,5,May 2022
2022-05-15,Ethiopia,205,0,Africa,2022,5,May 2022
2022-05-22,Ethiopia,376,3,Africa,2022,5,May 2022
2022-05-29,Ethiopia,301,0,Africa,2022,5,May 2022
2022-06-05,Ethiopia,350,17,Africa,2022,6,Jun 2022
2022-06-12,Ethiopia,287,12,Africa,2022,6,Jun 2022
2022-06-19,Ethiopia,327,2,Africa,2022,6,Jun 2022
2022-06-26,Ethiopia,70,15,Africa,2022,6,Jun 2022
2022-07-03,Ethiopia,330,13,Africa,2022,7,Jul 2022
2022-07-10,Ethiopia,145,0,Africa,2022,7,Jul 2022
2022-07-17,Ethiopia,413,0,Africa,2022,7,Jul 2022
2022-07-24,Ethiopia,0,14,Africa,2022,7,Jul 2022
2022-07-31,Ethiopia,337,0,Africa,2022,7,Jul 2022
2022-08-07,Ethiopia,96,0,Africa,2022,8,Aug 2022
2022-08-14,Ethiopia,0,6,Africa,2022,8,Aug 2022
2022-08-21,Ethiopia,0,15,Africa,2022,8,Aug 2022
2022-08-28,Ethiopia,0,8,Africa,2022,8,Aug 2022
2022-09-04,Ethiopia,100,5,Africa,2022,9,Sep 2022
2022-09-11,Ethiopia,109,6,Africa,2022,9,Sep 2022
2022-09-18,Ethiopia,0,5,Africa,2022,9,Sep 2022
2022-09-25,Ethiopia,18,5,Africa,2022,9,Sep 2022
2022-10-02,Ethiopia,340,8,Africa,2022,10,Oct 2022
2022-10-09,Ethiopia,275,6,Africa,2022,10,Oct 2022
2022-10-16,Ethiopia,78,1,Africa,2022,10,Oct 2022
2022-10-23,Ethiopia,16,0,Africa,2022,10,Oct 2022
2022-10-30,Ethiopia,27,0,Africa,2022,10,Oct 2022
2022-11-06,Ethiopia,99,0,Africa,2022,11,Nov 2022
2022-11-13,Ethiopia,0,0,Africa,2022,11,Nov 2022
2022-11-20,Ethiopia,0,0,Africa,2022,11,Nov 2022
2022-11-27,Ethiopia,0,0,Africa,2022,11,Nov 2022
2022-12-04,Ethiopia,63,2,Africa,2022,12,Dec 2022
2022-12-11,Ethiopia,100,10,Africa,2022,12,Dec 2022
2022-12-18,Ethiopia,0,5,Africa,2022,12,Dec 2022
2022-12-25,Ethiopia,238,0,Africa,2022,12,Dec 2022
2020-03-01,Nigeria,904,16,Africa,2020,3,Mar 2020
2020-03-08,Nigeria,1207,30,Africa,2020,3,Mar 2020
2020-03-15,Nigeria,1031,20,Africa,2020,3,Mar 2020
2020-03-22,Nigeria,1191,21,Africa,2020,3,Mar 2020
2020-03-29,Nigeria,1354,22,Africa,2020,3,Mar 2020
2020-04-05,Nigeria,1232,21,Africa,2020,4,Apr 2020
2020-04-12,Nigeria,1434,25,Africa,2020,4,Apr 2020
2020-04-19,Nigeria,1322,25,Africa,2020,4,Apr 2020
2020-04-26,Nigeria,1482,28,Africa,2020,4,Apr 2020
2020-05-03,Nigeria,1665,31,Africa,2020,5,May 2020
2020-05-10,Nigeria,1494,30,Africa,2020,5,May 2020
2020-05-17,Nigeria,1815,40,Africa,2020,5,May 2020
2020-05-24,Nigeria,1824,39,Africa,2020,5,May 2020
2020-05-31,Nigeria,1960,30,Africa,2020,5,May 2020
2020-06-07,Nigeria,1982,25,Africa,2020,6,Jun 2020
2020-06-14,Nigeria,2185,45,Africa,2020,6,Jun 2020
2020-06-21,Nigeria,2089,33,Africa,2020,6,Jun 2020
2020-06-28,Nigeria,2076,38,Africa,2020,6,Jun 2020
2020-07-05,Nigeria,2198,36,Africa,2020,7,Jul 2020
2020-07-12,Nigeria,2301,35,Africa,2020,7,Jul 2020
2020-07-19,Nigeria,2286,46,Africa,2020,7,Jul 2020
2020-07-26,Nigeria,2328,47,Africa,2020,7,Jul 2020
2020-08-02,Nigeria,2275,40,Africa,2020,8,Aug 2020
2020-08-09,Nigeria,2315,31,Africa,2020,8,Aug 2020
2020-08-16,Nigeria,2254,40,Africa,2020,8,Aug 2020
2020-08-23,Nigeria,2675,52,Africa,2020,8,Aug 2020
2020-08-30,Nigeria,2323,37,Africa,2020,8,Aug 2020
2020-09-06,Nigeria,2410,46,Africa,2020,9,Sep 2020
2020-09-13,Nigeria,2420,45,Africa,2020,9,Sep 2020
2020-09-20,Nigeria,2630,52,Africa,2020,9,Sep 2020
2020-09-27,Nigeria,2485,47,Africa,2020,9,Sep 2020
2020-10-04,Nigeria,2677,46,Africa,2020,10,Oct 2020
2020-10-11,Nigeria,2432,51,Africa,2020,10,Oct 2020
2020-10-18,Nigeria,2542,47,Africa,2020,10,Oct 2020
2020-10-25,Nigeria,2389,45,Africa,2020,10,Oct 2020
2020-11-01,Nigeria,2744,47,Africa,2020,11,Nov 2020
2020-11-08,Nigeria,2306,41,Africa,2020,11,Nov 2020
2020-11-15,Nigeria,2469,42,Africa,2020,11,Nov 2020
2020-11-22,Nigeria,2482,46,Africa,2020,11,Nov 2020
2020-11-29,Nigeria,2424,54,Africa,2020,11,Nov 2020
2020-12-06,Nigeria,2316,37,Africa,2020,12,Dec 2020
2020-12-13,Nigeria,2287,35,Africa,2020,12,Dec 2020
2020-12-20,Nigeria,2272,50,Africa,2020,12,Dec 2020
2020-12-27,Nigeria,2210,40,Africa,2020,12,Dec 2020
2021-01-03,Nigeria,2309,40,Africa,2021,1,Jan 2021
2021-01-10,Nigeria,2425,51,Africa,2021,1,Jan 2021
2021-01-17,Nigeria,2039,35,Africa,2021,1,Jan 2021
2021-01-24,Nigeria,1897,44,Africa,2021,1,Jan 2021
2021-01-31,Nigeria,2018,41,Africa,2021,1,Jan 2021
2021-02-07,Nigeria,2313,41,Africa,2021,2,Feb 2021
2021-02-14,Nigeria,1852,45,Africa,2021,2,Feb 2021
2021-02-21,Nigeria,2122,37,Africa,2021,2,Feb 2021
2021-02-28,Nigeria,2093,43,Africa,2021,2,Feb 2021
2021-03-07,Nigeria,1782,35,Africa,2021,3,Mar 2021
2021-03-14,Nigeria,1893,42,Africa,2021,3,Mar 2021
2021-03-21,Nigeria,1999,45,Africa,2021,3,Mar 2021
2021-03-28,Nigeria,1724,32,Africa,2021,3,Mar 2021
2021-04-04,Nigeria,1725,29,Africa,2021,4,Apr 2021
2021-04-11,Nigeria,1659,33,Africa,2021,4,Apr 2021
2021-04-18,Nigeria,1590,26,Africa,2021,4,Apr 2021
2021-04-25,Nigeria,1623,40,Africa,2021,4,Apr 2021
2021-05-02,Nigeria,1541,29,Africa,2021,5,May 2021
2021-05-09,Nigeria,1692,30,Africa,2021,5,May 2021
2021-05-16,Nigeria,1586,31,Africa,2021,5,May 2021
2021-05-23,Nigeria,1710,26,Africa,2021,5,May 2021
2021-05-30,Nigeria,1485,23,Africa,2021,5,May 2021
2021-06-06,Nigeria,1723,38,Africa,2021,6,Jun 2021
2021-06-13,Nigeria,1788,30,Africa,2021,6,Jun 2021
2021-06-20,Nigeria,1439,22,Africa,2021,6,Jun 2021
2021-06-27,Nigeria,1739,35,Africa,2021,6,Jun 2021
2021-07-04,Nigeria,1851,40,Africa,2021,7,Jul 2021
2021-07-11,Nigeria,1551,32,Africa,2021,7,Jul 2021
2021-07-18,Nigeria,1916,41,Africa,2021,7,Jul 2021
2021-07-25,Nigeria,1763,29,Africa,2021,7,Jul 2021
2021-08-01,Nigeria,1625,24,Africa,2021,8,Aug 2021
2021-08-08,Nigeria,1707,39,Africa,2021,8,Aug 2021
2021-08-15,Nigeria,1783,32,Africa,2021,8,Aug 2021
2021-08-22,Nigeria,1720,31,Africa,2021,8,Aug 2021
2021-08-29,Nigeria,1772,39,Africa,2021,8,Aug 2021
2021-09-05,Nigeria,1581,32,Africa,2021,9,Sep 2021
2021-09-12,Nigeria,1706,34,Africa,2021,9,Sep 2021
2021-09-19,Nigeria,1494,38,Africa,2021,9,Sep 2021
2021-09-26,Nigeria,1639,28,Africa,2021,9,Sep 2021
2021-10-03,Nigeria,1519,33,Africa,2021,10,Oct 2021
2021-10-10,Nigeria,1516,29,Africa,2021,10,Oct 2021
2021-10-17,Nigeria,1735,34,Africa,2021,10,Oct 2021
2021-10-24,Nigeria,1686,39,Africa,2021,10,Oct 2021
2021-10-31,Nigeria,1591,32,Africa,2021,10,Oct 2021
2021-11-07,Nigeria,1341,28,Africa,2021,11,Nov 2021
2021-11-14,Nigeria,1398,31,Africa,2021,11,Nov 2021
2021-11-21,Nigeria,1547,27,Africa,2021,11,Nov 2021
2021-11-28,Nigeria,1368,22,Africa,2021,11,Nov 2021
2021-12-05,Nigeria,1593,25,Africa,2021,12,Dec 2021
2021-12-12,Nigeria,1303,15,Africa,2021,12,Dec 2021
2021-12-19,Nigeria,1227,33,Africa,2021,12,Dec 2021
2021-12-26,Nigeria,1112,15,Africa,2021,12,Dec 2021
2022-01-02,Nigeria,1115,20,Africa,2022,1,Jan 2022
2022-01-09,Nigeria,1025,18,Africa,2022,1,Jan 2022
2022-01-16,Nigeria,1079,21,Africa,2022,1,Jan 2022
2022-01-23,Nigeria,1056,23,Africa,2022,1,Jan 2022
2022-01-30,Nigeria,784,18,Africa,2022,1,Jan 2022
2022-02-06,Nigeria,663,9,Africa,2022,2,Feb 2022
2022-02-13,Nigeria,548,9,Africa,2022,2,Feb 2022
2022-02-20,Nigeria,790,16,Africa,2022,2,Feb 2022
2022-02-27,Nigeria,538,9,Africa,2022,2,Feb 2022
2022-03-06,Nigeria,359,14,Africa,2022,3,Mar 2022
2022-03-13,Nigeria,630,14,Africa,2022,3,Mar 2022
2022-03-20,Nigeria,848,19,Africa,2022,3,Mar 2022
2022-03-27,Nigeria,492,12,Africa,2022,3,Mar 2022
2022-04-03,Nigeria,557,16,Africa,2022,4,Apr 2022
2022-04-10,Nigeria,423,8,Africa,2022,4,Apr 2022
2022-04-17,Nigeria,364,0,Africa,2022,4,Apr 2022
2022-04-24,Nigeria,457,10,Africa,2022,4,Apr 2022
2022-05-01,Nigeria,273,2,Africa,2022,5,May 2022
2022-05-08,Nigeria,313,3,Africa,2022,5,May 2022
2022-05-15,Nigeria,292,8,Africa,2022,5,May 2022
2022-05-22,Nigeria,142,8,Africa,2022,5,May 2022
2022-05-29,Nigeria,326,6,Africa,2022,5,May 2022
2022-06-05,Nigeria,158,4,Africa,2022,6,Jun 2022
2022-06-12,Nigeria,65,9,Africa,2022,6,Jun 2022
2022-06-19,Nigeria,209,5,Africa,2022,6,Jun 2022
2022-06-26,Nigeria,13,12,Africa,2022,6,Jun 2022
2022-07-03,Nigeria,113,4,Africa,2022,7,Jul 2022
2022-07-10,Nigeria,95,0,Africa,2022,7,Jul 2022
2022-07-17,Nigeria,220,7,Africa,2022,7,Jul 2022
2022-07-24,Nigeria,133,4,Africa,2022,7,Jul 2022
2022-07-31,Nigeria,61,7,Africa,2022,7,Jul 2022
2022-08-07,Nigeria,157,6,Africa,2022,8,Aug 2022
2022-08-14,Nigeria,221,3,Africa,2022,8,Aug 2022
2022-08-21,Nigeria,111,0,Africa,2022,8,Aug 2022
2022-08-28,Nigeria,36,0,Africa,2022,8,Aug 2022
2022-09-04,Nigeria,0,0,Africa,2022,9,Sep 2022
2022-09-11,Nigeria,0,0,Africa,2022,9,Sep 2022
2022-09-18,Nigeria,0,2,Africa,2022,9,Sep 2022
2022-09-25,Nigeria,0,7,Africa,2022,9,Sep 2022
2022-10-02,Nigeria,0,1,Africa,2022,10,Oct 2022
2022-10-09,Nigeria,20,0,Africa,2022,10,Oct 2022
2022-10-16,Nigeria,77,3,Africa,2022,10,Oct 2022
2022-10-23,Nigeria,0,5,Africa,2022,10,Oct 2022
2022-10-30,Nigeria,68,0,Africa,2022,10,Oct 2022
2022-11-06,Nigeria,14,0,Africa,2022,11,Nov 2022
2022-11-13,Nigeria,0,0,Africa,2022,11,Nov 2022
2022-11-20,Nigeria,0,0,Africa,2022,11,Nov 2022
2022-11-27,Nigeria,0,3,Africa,2022,11,Nov 2022
2022-12-04,Nigeria,0,0,Africa,2022,12,Dec 2022
2022-12-11,Nigeria,77,3,Africa,2022,12,Dec 2022
2022-12-18,Nigeria,193,0,Africa,2022,12,Dec 2022
2022-12-25,Nigeria,153,0,Africa,2022,12,Dec 2022
2020-03-01,Kenya,536,13,Africa,2020,3,Mar 2020
2020-03-08,Kenya,500,15,Africa,2020,3,Mar 2020
2020-03-15,Kenya,657,17,Africa,2020,3,Mar 2020
2020-03-22,Kenya,561,11,Africa,2020,3,Mar 2020
2020-03-29,Kenya,630,13,Africa,2020,3,Mar 2020
2020-04-05,Kenya,705,20,Africa,2020,4,Apr 2020
2020-04-12,Kenya,596,13,Africa,2020,4,Apr 2020
2020-04-19,Kenya,609,14,Africa,2020,4,Apr 2020
2020-04-26,Kenya,656,13,Africa,2020,4,Apr 2020
2020-05-03,Kenya,856,22,Africa,2020,5,May 2020
2020-05-10,Kenya,779,25,Africa,2020,5,May 2020
2020-05-17,Kenya,998,21,Africa,2020,5,May 2020
2020-05-24,Kenya,842,21,Africa,2020,5,May 2020
2020-05-31,Kenya,918,27,Africa,2020,5,May 2020
2020-06-07,Kenya,1030,25,Africa,2020,6,Jun 2020
2020-06-14,Kenya,1087,28,Africa,2020,6,Jun 2020
2020-06-21,Kenya,1119,24,Africa,2020,6,Jun 2020
2020-06-28,Kenya,1094,28,Africa,2020,6,Jun 2020
2020-07-05,Kenya,1109,27,Africa,2020,7,Jul 2020
2020-07-12,Kenya,1107,30,Africa,2020,7,Jul 2020
2020-07-19,Kenya,1141,32,Africa,2020,7,Jul 2020
2020-07-26,Kenya,1082,34,Africa,2020,7,Jul 2020
2020-08-02,Kenya,1085,28,Africa,2020,8,Aug 2020
2020-08-09,Kenya,1151,29,Africa,2020,8,Aug 2020
2020-08-16,Kenya,1156,29,Africa,2020,8,Aug 2020
2020-08-23,Kenya,1151,27,Africa,2020,8,Aug 2020
2020-08-30,Kenya,1231,31,Africa,2020,8,Aug 2020
2020-09-06,Kenya,1255,30,Africa,2020,9,Sep 2020
2020-09-13,Kenya,1210,30,Africa,2020,9,Sep 2020
2020-09-20,Kenya,1297,36,Africa,2020,9,Sep 2020
2020-09-27,Kenya,1142,25,Africa,2020,9,Sep 2020
2020-10-04,Kenya,1198,33,Africa,2020,10,Oct 2020
2020-10-11,Kenya,1165,33,Africa,2020,10,Oct 2020
2020-10-18,Kenya,1091,26,Africa,2020,10,Oct 2020
2020-10-25,Kenya,1192,23,Africa,2020,10,Oct 2020
2020-11-01,Kenya,1181,27,Africa,2020,11,Nov 2020
2020-11-08,Kenya,1269,35,Africa,2020,11,Nov 2020
2020-11-15,Kenya,1204,30,Africa,2020,11,Nov 2020
2020-11-22,Kenya,1092,24,Africa,2020,11,Nov 2020
2020-11-29,Kenya,1250,29,Africa,2020,11,Nov 2020
2020-12-06,Kenya,1196,32,Africa,2020,12,Dec 2020
2020-12-13,Kenya,1140,30,Africa,2020,12,Dec 2020
2020-12-20,Kenya,1074,26,Africa,2020,12,Dec 2020
2020-12-27,Kenya,1012,24,Africa,2020,12,Dec 2020
2021-01-03,Kenya,1028,24,Africa,2021,1,Jan 2021
2021-01-10,Kenya,1096,24,Africa,2021,1,Jan 2021
2021-01-17,Kenya,1125,32,Africa,2021,1,Jan 2021
2021-01-24,Kenya,1085,26,Africa,2021,1,Jan 2021
2021-01-31,Kenya,944,27,Africa,2021,1,Jan 2021
2021-02-07,Kenya,888,26,Africa,2021,2,Feb 2021
2021-02-14,Kenya,946,26,Africa,2021,2,Feb 2021
2021-02-21,Kenya,814,19,Africa,2021,2,Feb 2021
2021-02-28,Kenya,923,24,Africa,2021,2,Feb 2021
2021-03-07,Kenya,880,21,Africa,2021,3,Mar 2021
2021-03-14,Kenya,846,18,Africa,2021,3,Mar 2021
2021-03-21,Kenya,766,20,Africa,2021,3,Mar 2021
2021-03-28,Kenya,881,18,Africa,2021,3,Mar 2021
2021-04-04,Kenya,808,23,Africa,2021,4,Apr 2021
2021-04-11,Kenya,761,17,Africa,2021,4,Apr 2021
2021-04-18,Kenya,651,16,Africa,2021,4,Apr 2021
2021-04-25,Kenya,816,21,Africa,2021,4,Apr 2021
2021-05-02,Kenya,919,22,Africa,2021,5,May 2021
2021-05-09,Kenya,909,24,Africa,2021,5,May 2021
2021-05-16,Kenya,780,18,Africa,2021,5,May 2021
2021-05-23,Kenya,770,21,Africa,2021,5,May 2021
2021-05-30,Kenya,834,16,Africa,2021,5,May 2021
2021-06-06,Kenya,747,19,Africa,2021,6,Jun 2021
2021-06-13,Kenya,826,26,Africa,2021,6,Jun 2021
2021-06-20,Kenya,856,18,Africa,2021,6,Jun 2021
2021-06-27,Kenya,886,20,Africa,2021,6,Jun 2021
2021-07-04,Kenya,809,21,Africa,2021,7,Jul 2021
2021-07-11,Kenya,805,20,Africa,2021,7,Jul 2021
2021-07-18,Kenya,766,20,Africa,2021,7,Jul 2021
2021-07-25,Kenya,771,20,Africa,2021,7,Jul 2021
2021-08-01,Kenya,808,22,Africa,2021,8,Aug 2021
2021-08-08,Kenya,845,24,Africa,2021,8,Aug 2021
2021-08-15,Kenya,877,23,Africa,2021,8,Aug 2021
2021-08-22,Kenya,772,18,Africa,2021,8,Aug 2021
2021-08-29,Kenya,907,24,Africa,2021,8,Aug 2021
2021-09-05,Kenya,798,25,Africa,2021,9,Sep 2021
2021-09-12,Kenya,807,19,Africa,2021,9,Sep 2021
2021-09-19,Kenya,757,16,Africa,2021,9,Sep 2021
2021-09-26,Kenya,648,19,Africa,2021,9,Sep 2021
2021-10-03,Kenya,836,20,Africa,2021,10,Oct 2021
2021-10-10,Kenya,816,13,Africa,2021,10,Oct 2021
2021-10-17,Kenya,741,21,Africa,2021,10,Oct 2021
2021-10-24,Kenya,747,17,Africa,2021,10,Oct 2021
2021-10-31,Kenya,758,18,Africa,2021,10,Oct 2021
2021-11-07,Kenya,615,16,Africa,2021,11,Nov 2021
2021-11-14,Kenya,658,17,Africa,2021,11,Nov 2021
2021-11-21,Kenya,717,20,Africa,2021,11,Nov 2021
2021-11-28,Kenya,573,13,Africa,2021,11,Nov 2021
2021-12-05,Kenya,643,17,Africa,2021,12,Dec 2021
2021-12-12,Kenya,520,12,Africa,2021,12,Dec 2021
2021-12-19,Kenya,605,17,Africa,2021,12,Dec 2021
2021-12-26,Kenya,550,15,Africa,2021,12,Dec 2021
2022-01-02,Kenya,430,7,Africa,2022,1,Jan 2022
2022-01-09,Kenya,571,17,Africa,2022,1,Jan 2022
2022-01-16,Kenya,431,9,Africa,2022,1,Jan 2022
2022-01-23,Kenya,401,12,Africa,2022,1,Jan 2022
2022-01-30,Kenya,435,11,Africa,2022,1,Jan 2022
2022-02-06,Kenya,467,17,Africa,2022,2,Feb 2022
2022-02-13,Kenya,312,7,Africa,2022,2,Feb 2022
2022-02-20,Kenya,352,7,Africa,2022,2,Feb 2022
2022-02-27,Kenya,350,8,Africa,2022,2,Feb 2022
